date,tower,room,affected_system,time_reported,time_resolved,problem,action,recommendation,status,attended_by,time
01/05/14,TBM TW,1931,Internet,11:06pm,11:21pm,wifi password wont work,"check the password of the guest upon login at bellevue webpage limit exceeded error appear, remove previous gadget connected at rm1931 at antlabs, advice them to connect again and it was ok",,work already done,Rommel Sardoma,11:41:11 PM
01/07/14,TBM MW,1904,Internet,09:30 pm,09:45 pm,Guest has intermittent WIFI connection and has TVPAD device connected on LED TV with LAN connection (long staying guest),"Rebooted TPLINK AP under LED TV inside bedroom and connected LAN cable of TVPAD device on AP,added mac on antlabs,both connection was enabled to the internet.",,expired bypass of mac on FEB2014,John Pacion,11:56:04 PM
01/07/14,TBM MW,809,Internet,10:45 pm,10:55 pm,Guest connected on WIFI using Iphone was intermittent.,"Found out that guest has bought new iphone unit,advised need to activate unit using itunes on laptop before able to use WIFI,device connected but no internet on safari,other iphone of guest was able to connect to the internet.",,ap not restarted.,John Pacion,11:58:43 PM
01/09/14,BHOTEL,1112,Internet,2pm,4pm,Guest last night complaining that his lan port for internet was not working.,"Found out on both end IDF patch and writing desk OI was loose. Secured both end connection, test lan port with our laptop now is ok.",,done. to be advised to guest by Eng or FO.,Mark Ruaya,09:05:25 AM
01/09/14,BHOTEL,1011,Vingcard,2pm,5pm,RM Vingcard access lock only worked on Guest key not on master key of RA and Eng.,Tried to reprogram several times and replace battery but still did not work. Tried to replaced reader still not when replacing the backmodule and reprogram now vingcard is working.,,test ok with guest key and Eng key.,Mark Ruaya,10:45:49 AM
01/09/14,TBM TW,635,Vingcard,02:30 pm,02:35 pm,RA reported guest room accesslock indicating low bat (blinking orange) indicator lite.,"replace battery and check event of accesslock,correct room number,test by RA keycard was successful",,accesslock funtional.,John Pacion,12:58:21 PM
01/10/14,TBM TW,1631,Telephone,01:30 pm,01:40 pm,Engg. Ed informed that bathroom phone of guest room has broken handset clip,replace with spare unit from B4 MIS storeroom.test calling GSC was successful.,,phone unit brought bact to MIS room,John Pacion,06:00:12 PM
01/11/14,TBM TW,1128,Internet,8:13pm,8:23pm,intermittent wifi connection,"Talk to the guest regarding wifi problem and as per guest it was already happen several times, reset the router at the back tv and advice the guest to disconnect and connect at wifi again, as per guest it ok already",,Work done,Rommel Sardoma,11:50:58 PM
01/15/14,TBM TW,1721,Telephone,6:10pm,6:15pm,Requesting Speaker phone thru GSC Thea.,Setup Magnavox phone SN. 001100302790 and pulledout teledex phone for turn once guest is checking out. Test spaeaker by guest ok.,,done. For pullout on Jan 26 2014 guest checkout.,Mark Ruaya,06:21:51 PM
01/17/14,TBM TW,1830,Vingcard,12:30 pm,12:45 pm,Dennis - RA reported cannot open accesslock on guest room due to low bat,"Used Open locklink to open door and replace battery and cassette, test room number from event log retrieval,test keycard was ok",,accesslock functional,John Pacion,11:44:32 PM
01/21/14,BHOTEL,809,Vingcard,2:30pm,3:00pm,"Replace the batery, reprogram, test using rm ky and HK master key an it was ok","Drain the program and reprogram again the lockset, test using HK master key after reprogram and it was ok now",,work done,Rommel Sardoma,11:46:15 PM
01/21/14,BHOTEL,309,Vingcard,3:00pm,3:15pm,rm 309 cant open using rm key but not with master key,"drain the program and reprogram it again,test using hk master key and rm key and found ok already",,Work done,Rommel Sardoma,11:47:54 PM
01/21/14,BHOTEL,1011,Vingcard,3:16pm,3:45pm,hk masterkey cant opn but ok on rm key,"replace the card reader module, reprogram again test using rm key and HK masterkey",,work done,Rommel Sardoma,11:49:22 PM
01/26/14,TBM TW,1623,Internet,10:16pm,10:28pm,cant connect at wifi,"Check the connection of the guest laptop at wifi and found ok but cant browse internet, add the mac add of the guest laptop,test again browsing of net and its ok",,Guest already satisfy,Rommel Sardoma,01:05:11 AM
01/28/14,TBM TW,922,Internet,8:12am,8:30am,Guest Internet Problem via wireless,found out only guest  laptop via wifi has limited connectivity. His Iphone our laptop and my cp internet were ok. Advised guest to restart the laptop. After the restart internet via wifi restored.,,done,Mark Ruaya,05:57:33 PM
01/28/14,TBM TW,1233,Internet,12:46pm,01:pm,Guest wifi signal very low.,Found out wifi beside writing desk was Off. Advised guest not  to turn Off switch w/ note indicated on it. Test wifi signal and internet now ok and stable.,,done,Mark Ruaya,06:04:42 PM
02/07/14,TBM MW,1710,Internet,2:15pm,2:35pm,Guest disconnect at internet,"advice the guest that the cause of his disconnection at internet is due to adjustment of signal in his room, guest already convince and upon arrival here at MIS monitor internet connection",,Guest already satisfy,Rommel Sardoma,12:39:23 AM
02/07/14,TBM MW,917,Internet,10:55pm,11:30pm,poor wifi connection,"Check the router at the room and found on but no backbone was active during testing, check the backbone and found no conenction, remove the router at the back tv but still the wifi signal was poor, replace the router with the spare router and wifi was being ok",,guest already satisfy,Rommel Sardoma,12:42:59 AM
02/07/14,TBM TW,835,Internet,10:22pm,10:42pm,cant connect at wifi,"Check the router and found ok and it has a lan connection on it, check the laptop of the guest and connect to wifi at the room for several times but guest laptop cant really connect, advice the guest to use lan connection, guest already convince  that his wifi has a problem",,Work Done,Rommel Sardoma,11:53:10 PM
02/10/14,TBM TW,1631,Internet,5:45pm,5:58pm,Guest Internet problem via wifi,Found out wifi power adapter unplug. Reconnected AP power test internet connection wifi wifi and lan ok.,,Done. Guest satisfy,Mark Ruaya,06:40:16 PM
02/12/14,BHOTEL,309,Vingcard,3:10pm,3:20pm,rm 309 working on rm key but not on RA masterkey,"Drain and replace the battery and reprogram the lockset, after doing it test rm key and RA master",,Lockset working already,Rommel Sardoma,11:54:32 PM
02/12/14,BHOTEL,502,Vingcard,3:20pm,3:30pm,rm 502 lockset drain,"Replace the battery and reprogram, after reprogram test using RA master key and rm key",,Lockset ok already,Rommel Sardoma,11:55:39 PM
02/14/14,TBM TW,1926,Internet,9:46am,10am,Guest internet problem via Wifi,Found out guest wifi network adapter was turned Off. Oriented guest on how to enable wireless adapter. Guest internet connection test ok.,,done,Mark Ruaya,05:07:49 PM
02/14/14,TBM TW,1235,Internet,11:30 pm,11:45 pm,Guest old samsung cellephone gets disconnected during login to antlabs.,"Added MaC address on Antlabs with expiry on Mar. 2, 2014, test connction was successful",,internet enabled.,John Pacion,11:49:24 PM
02/15/14,TBM MW,1116,Internet,5:50pm,5:59pm,Guest internet problem via Wifi,Found out guest already connected to the internet but did not browse any website due to limited connectivity indicated on wifi adapter. Test ok,,done. guest satisfy,Mark Ruaya,06:00:44 PM
02/15/14,TBM TW,1024,Internet,10:25pm,1:50pm,cant browse internet,"check the laptop of the guest and found connected but cant browse net, add the mac address of the guest laptop and restart its laptop, after restart wifi was automatically connect and browsing of internet was already ok",,Guest Already Satisfy,Rommel Sardoma,11:42:28 PM
02/16/14,TBM TW,835,Internet,9am,9:10am,Guest Internet problem wifi connection very slow.,Upon checking guest connected thru lan cable and internet connection ok so far. To satisfy the guest add mac add of his laptop to antlabs with expiry date on March2014 guest checkout on Feb 28 2014,,done,Mark Ruaya,05:03:07 PM
02/16/14,TBM TW,833,Internet,9:30am,9:40am,Guest internet connection problem.,Found out guest AP at writing desk area was Off turned On sw and advised guest do not turn Off sw. Reconnect guest laptop and phone to the internet.,,done,Mark Ruaya,05:05:21 PM
02/16/14,TBM MW,1008,Telephone,9:40pm,9:45pm,telephone no dialtone,setout/setins board and shelf of the local after doing it call the guest and it was ok,,Work done,Rommel Sardoma,11:40:24 PM
02/16/14,TBM MW,1802,Internet,8:37pm,8:59pm,slow internet connection,"When i arrive at the room guest already connected at wifi and cant browse internet but the guest need fast intenet connection to connect to his VPN, create userid and password at antlabs with a throttle plan and with expiration, advice the guest to login using the new password and as per guest net connection already ok",,Work done,Rommel Sardoma,11:42:41 PM
02/17/14,TBM TW,1901,Internet,6pm,6:10pm,Guest internet problem wifi and lan,Foundout guest laptop already connected to the internet. he encoded wrong user ID instead of m1901 he encoded 1910. Guest successfully connected to the internet.,,done,Mark Ruaya,07:11:15 PM
02/17/14,TBM MW,917,Internet,3pm,3:30pm,Room w/ pending problem on Lan port at writing desk area.,Assist Sir Rommel fixed lan port. Rectified BB at TPLink TV side due to bad pairing. Replaced white oranged and used white blue. Test lan and wifi internet connection ok.,,done,Mark Ruaya,07:18:26 PM
02/18/14,TBM MW,512,Telephone,10:55am,11:10am,RA Arthur reported cannot perform mini bar check using tel interface. Room is occupied,"Foundout room OM trafic set to 2,2,6,6, possible problem occur on data swaped guest checkin 2/16/14. Manually change the trafic to 6,6,6,6.",,Test by RA Arthur ok,Mark Ruaya,06:27:22 PM
02/18/14,TBM TW,833,Internet,8:20pm,8:27pm,cant connect at wifi,"When i arrive at the room notice that the router on/off switch was off, orient the guest about the router switch, on the switch and the wifi connection was ok,test by the guest and its ok",,Work done,Rommel Sardoma,12:13:55 AM
02/19/14,TBM MW,1605,Internet,8:52pm,9:03pm,cant connect to wifi,"checkk the wifi at the room and found not visible, check the backbone at the wifi and found disable, resocket the lan at IDF and after doing it wifi connection of the guest already ok",,Work done,Rommel Sardoma,11:42:37 PM
02/20/14,TBM TW,1528,Vingcard,04:20 pm,04:30 pm,GSC reported that Accesslock on room was indicating lobat,"Replace Battery  and Cassette and updated accesslock firmware version from Service Terminal unit, test acceslock was functional.",,Accesslock ok!,John Pacion,06:53:22 PM
02/21/14,TBM MW,908,Vingcard,9:30am,9:40am,Reported by Eng Erick guest key card not working only their Key is ok or can open the guest door.,Checked event log and update to new vingcard version. Test both guest key and MIS ok successful.,,done,Mark Ruaya,06:22:40 PM
02/21/14,TBM MW,504,Telephone,10:40am,10:42am,Reported by Allan RA he cannot mini bar or interface using tel.,"Guest was checkin Feb 17 2014 trafic class still set to 2,2,6,6. Using OM terminal set 6,6,6,6 test by Allan tel interfacing minibar check successful.",,done,Mark Ruaya,06:27:41 PM
02/21/14,TBM MW,1723,Internet,3pm,3:10pm,Guest Intenet problem via wifi,Found out guest dont know how to connect her laptop to the internet. Oreinted guest on how to connect to the internet via lan. ,,done,Mark Ruaya,06:29:45 PM
02/22/14,TBM MW,1501,Telephone,12:40pm,1pm,Guest tel no dial tone all 3 extension,Found out Bedside tel line was shorted. Replaced tel cord with good one and fixed Guest phone faceplate. Test dial tone ok. Bathroom phone for checking tom once guest checkout.,,Pending for Checking Bathroom phone.,Mark Ruaya,05:46:02 PM
02/22/14,TBM MW,1501,Internet,4:20pm,4:37pm,Guest internet problem via wifi,Found out guest AP at TV(living room) hangup. Reset AP test signal and internet connection now stable. Reconect 2 laptop to the internet. ,,done,Mark Ruaya,05:47:38 PM
02/23/14,TBM MW,509,Internet,10:20am,10:40am,guest internet problem On and Off internet connection.,Found out only guest phone obtaining IP Add. Guest laptop already connected to the internet. Advised Guest to reboot his phone and after reboot phone can connected now to the internet. To satisfy the guest add both his laptop and phone Mac Add to the antlabs and reboot the AP. ,,Work Done and guest satisfy. Pls Monitor AP of Guest.,Mark Ruaya,05:20:03 PM
02/25/14,TBM TW,933,Internet,5:41pm,5:50pm,Guest internet problem.,Upon checking guest already resolved the problem by switching On the wall switch for Lampshade and AP. Advised to used Lampshade switch to Turn Off and On the light.,,done,Mark Ruaya,05:56:50 PM
02/25/14,TBM TW,1426,Internet,9:10pm,9:23pm,wifi intermittent connection,"Check the laptop of the guest in wifi and found ok but its iphone notice that it was intermittent connection, add the mac add of its iphone and advice to disconnect wifi after connecting again internet browsing become stable",,Guest Already Satisfy,Rommel Sardoma,11:55:43 PM
